"","sdate","Year","Month","DOY","Precip","MaxT","lPrecip","wPrecip","wlPrecip"
"46",2010-07-16,2010,"Jul",197,0,23.9,0,39.6658688,3.44399760634421
"47",2010-07-17,2010,"Jul",198,0,32.2,0,31.73269504,2.75519808507537
"48",2010-07-18,2010,"Jul",199,0,31.1,0,25.386156032,2.20415846806029
"49",2010-07-19,2010,"Jul",200,0,26.7,0,20.3089248256,1.76332677444823
"50",2010-07-20,2010,"Jul",201,0,26.7,0,15.1519232,1.15125465286462
"51",2010-07-21,2010,"Jul",202,24.4,27.2,3.23474917402449,12.12153856,0.921003722291694
"52",2010-07-22,2010,"Jul",203,0,27.8,0,29.217230848,3.32460231705295
"53",2010-07-23,2010,"Jul",204,0,28.3,0,23.3200975872,2.61614536916752
"54",2010-07-24,2010,"Jul",205,0,25.6,0,12.4928,1.65619157710054
"55",2010-07-25,2010,"Jul",206,7.6,29.4,2.15176220325946,9.99424,1.32495326168043
"56",2010-07-26,2010,"Jul",207,0,27.8,0,14.075392,2.78137237195191
"57",2010-07-27,2010,"Jul",208,0,30,0,11.2603136,2.22509789756153
"58",2010-07-28,2010,"Jul",209,0,30.6,0,9.00825088,1.78007831804923
"59",2010-07-29,2010,"Jul",210,1,30,0.693147180559945,7.206600704,1.42406265443938
"60",2010-07-30,2010,"Jul",211,0,24.4,0,6.5652805632,1.69376786799946
"61",2010-07-31,2010,"Jul",212,0,22.8,0,2.6322944,1.00768574656961
"62",2010-08-01,2010,"Aug",213,0,23.9,0,2.10583552,0.806148597255691
"63",2010-08-02,2010,"Aug",214,0,23.9,0,1.684668416,0.644918877804553
"64",2010-08-03,2010,"Aug",215,0,27.2,0,1.3477347328,0.515935102243642
"65",2010-08-04,2010,"Aug",216,0,32.8,0,0.262144,0.181704374500706
"66",2010-08-05,2010,"Aug",217,1.5,26.7,0.916290731874155,0.2097152,0.145363499600565
"67",2010-08-06,2010,"Aug",218,0,30,0,1.36777216,0.849323385179776
"68",2010-08-07,2010,"Aug",219,0,24.4,0,1.094217728,0.679458708143821
"69",2010-08-08,2010,"Aug",220,0,27.2,0,0.768,0.469140854719568
"70",2010-08-09,2010,"Aug",221,0,31.1,0,0.6144,0.375312683775654
"71",2010-08-10,2010,"Aug",222,0,31.7,0,0.49152,0.300250147020523
"72",2010-08-11,2010,"Aug",223,0,27.8,0,0.393216,0.240200117616419
"73",2010-08-12,2010,"Aug",224,0,22.8,0,0.3145728,0.192160094093135
"74",2010-08-13,2010,"Aug",225,0,23.9,0,0.25165824,0.153728075274508
"75",2010-08-14,2010,"Aug",226,0,25.6,0,0.201326592,0.122982460219606
"76",2010-08-15,2010,"Aug",227,0,23.9,0,0,0
"77",2010-08-16,2010,"Aug",228,3.8,22.2,1.56861591791385,0,0
"78",2010-08-17,2010,"Aug",229,0,28.9,0,3.04,1.25489273433108
"79",2010-08-18,2010,"Aug",230,0,27.2,0,2.432,1.00391418746486
"80",2010-08-19,2010,"Aug",231,0,27.8,0,1.9456,0.803131349971889
"81",2010-08-20,2010,"Aug",232,0,26.7,0,1.55648,0.642505079977511
"82",2010-08-21,2010,"Aug",233,0,23.9,0,1.245184,0.514004063982009
"83",2010-08-22,2010,"Aug",234,0.8,21.7,0.587786664902119,0.9961472,0.411203251185607
"84",2010-08-23,2010,"Aug",235,1.8,20,1.02961941718116,1.43691776,0.799191932870181
"85",2010-08-24,2010,"Aug",236,0,22.8,0,2.589534208,1.46304908004107
"86",2010-08-25,2010,"Aug",237,67.1,17.8,4.22097721315547,2.0716273664,1.17043926403286
"87",2010-08-26,2010,"Aug",238,0,27.2,0,54.92928,4.14470433006503
"88",2010-08-27,2010,"Aug",239,0,25,0,43.943424,3.31576346405203
"89",2010-08-28,2010,"Aug",240,0,28.3,0,35.1547392,2.65261077124162
"90",2010-08-29,2010,"Aug",241,0,32.8,0,28.12379136,2.1220886169933
"91",2010-08-30,2010,"Aug",242,0,32.2,0,22.499033088,1.69767089359464
"92",2010-08-31,2010,"Aug",243,0,34.4,0,17.9992264704,1.35813671487571
"93",2010-09-01,2010,"Sep",244,0,32.8,0,14.3134818304,1.02339625933108
"94",2010-09-02,2010,"Sep",245,0,33.9,0,11.257511936,0.708162464361873
"95",2010-09-03,2010,"Sep",246,6.6,28.3,2.02814824729229,9.0060095488,0.566529971489499
"96",2010-09-04,2010,"Sep",247,22.1,27.8,3.13983261752775,5.28,1.62251859783383
"97",2010-09-05,2010,"Sep",248,0,22.8,0,21.904,3.80988097228926
"98",2010-09-06,2010,"Sep",249,0,23.9,0,17.5232,3.04790477783141
"99",2010-09-07,2010,"Sep",250,0,26.1,0,14.01856,2.43832382226513
"100",2010-09-08,2010,"Sep",251,2,27.2,1.09861228866811,11.214848,1.9506590578121
"101",2010-09-09,2010,"Sep",252,3.3,23.3,1.45861502269952,10.5718784,2.43941707718417
"102",2010-09-10,2010,"Sep",253,0,18.9,0,11.09750272,3.11842567990695
"103",2010-09-11,2010,"Sep",254,0,22.8,0,8.878002176,2.49474054392556
"104",2010-09-12,2010,"Sep",255,0,16.1,0,7.1024017408,1.99579243514045
"105",2010-09-13,2010,"Sep",256,0.3,16.1,0.262364264467491,4.9732517888,1.37886318827336
"106",2010-09-14,2010,"Sep",257,0,22.2,0,1.845632,0.975845002012784
"107",2010-09-15,2010,"Sep",258,0,19.4,0,1.4765056,0.780676001610227
"108",2010-09-16,2010,"Sep",259,7.4,17.8,2.12823170584927,1.18120448,0.624540801288182
"109",2010-09-17,2010,"Sep",260,1,19.4,0.693147180559945,6.864963584,2.20221800570996
"110",2010-09-18,2010,"Sep",261,0,19.4,0,6.0772225024,2.19832955274559
"111",2010-09-19,2010,"Sep",262,0,20,0,4.5074432,1.60204604669776
"112",2010-09-20,2010,"Sep",263,0,19.4,0,3.60595456,1.28163683735821
"113",2010-09-21,2010,"Sep",264,0,20,0,2.884763648,1.02530946988656
"114",2010-09-22,2010,"Sep",265,0,27.2,0,2.3078109184,0.820247575909251
"115",2010-09-23,2010,"Sep",266,0,20,0,1.81403648,0.628026912339227
"116",2010-09-24,2010,"Sep",267,4.1,21.1,1.62924053973028,1.451229184,0.502421529871382
"117",2010-09-25,2010,"Sep",268,0,30,0,4.4409833472,1.70532965568133
"118",2010-09-26,2010,"Sep",269,0.8,15,0.587786664902119,2.758217728,1.13574658517174
"119",2010-09-27,2010,"Sep",270,3,13.9,1.38629436111989,2.7392,1.3044004882636
"120",2010-09-28,2010,"Sep",271,7.1,20.6,2.09186406167839,4.59136,2.15255587950679
"121",2010-09-29,2010,"Sep",272,0,26.1,0,9.353088,3.39553595294815
"122",2010-09-30,2010,"Sep",273,0.8,21.1,0.587786664902119,7.4824704,2.71642876235852
"123",2010-10-01,2010,"Oct",274,18.8,21.7,2.98568193770049,6.62597632,2.64337234180851
"124",2010-10-02,2010,"Oct",275,0,17.8,0,20.340781056,4.5032434236072
"125",2010-10-03,2010,"Oct",276,0,15,0,16.2726248448,3.60259473888576
"126",2010-10-04,2010,"Oct",277,0,16.1,0,12.577865728,2.70713742022213
"127",2010-10-05,2010,"Oct",278,0,18.3,0,10.0622925824,2.16570993617771
"128",2010-10-06,2010,"Oct",279,39.9,14.4,3.71113006304876,7.96393472,1.66945483637268
"129",2010-10-07,2010,"Oct",280,0.3,16.7,0.262364264467491,37.9690252288,4.15561569594617
"130",2010-10-08,2010,"Oct",281,0,21.7,0,29.852863488,3.30977177501627
"131",2010-10-09,2010,"Oct",282,0,12.8,0,23.8822907904,2.64781742001301
"132",2010-10-10,2010,"Oct",283,0,17.2,0,19.0199332864,2.05514082344092
"133",2010-10-11,2010,"Oct",284,0,17.2,0,13.197312,1.3235275017857
"134",2010-10-12,2010,"Oct",285,0,15.6,0,10.5578496,1.05882200142856
"135",2010-10-13,2010,"Oct",286,0,16.1,0,8.44627968,0.847057601142849
"136",2010-10-14,2010,"Oct",287,0,15,0,6.757023744,0.677646080914279
"137",2010-10-15,2010,"Oct",288,89.2,13.9,4.50202942706858,5.4056189952,0.542116864731423
"138",2010-10-16,2010,"Oct",289,0,12.8,0,71.4002653184,3.63683747714008
"139",2010-10-17,2010,"Oct",290,0,16.7,0,57.088,2.88129883332389
"140",2010-10-18,2010,"Oct",291,0,13.3,0,45.6704,2.30503906665911
"141",2010-10-19,2010,"Oct",292,0,12.8,0,36.53632,1.84403125332729
"142",2010-10-20,2010,"Oct",293,0,15,0,29.229056,1.47522500266183
"143",2010-10-21,2010,"Oct",294,4.1,12.8,1.62924053973028,23.3832448,1.18018000212947
"144",2010-10-22,2010,"Oct",295,0,8.9,0,21.98659584,2.2475364334878
"145",2010-10-23,2010,"Oct",296,0,11.7,0,17.589276672,1.79802914679024
"146",2010-10-24,2010,"Oct",297,1,7.8,0.693147180559945,14.0714213376,1.43842331743219
"147",2010-10-25,2010,"Oct",298,3.8,11.7,1.56861591791385,2.47936,1.22185466952148
"148",2010-10-26,2010,"Oct",299,1.5,17.8,0.916290731874155,5.023488,2.23237646994826
"149",2010-10-27,2010,"Oct",300,21.3,17.8,3.10458667846607,5.2187904,2.51893376145793
"150",2010-10-28,2010,"Oct",301,0,20.6,0,21.21503232,4.4988163519392
"151",2010-10-29,2010,"Oct",302,0.3,12.8,0.262364264467491,16.972025856,3.59905308155136
"152",2010-10-30,2010,"Oct",303,0,9.4,0,13.8176206848,3.08913387681508
"153",2010-10-31,2010,"Oct",304,0.3,11.7,0.262364264467491,10.6138624,2.29636873056559
"154",2010-11-01,2010,"Nov",305,0,10,0,8.73108992,2.04698639602647
"155",2010-11-02,2010,"Nov",306,0,9.4,0,6.984871936,1.63758911682117
"156",2010-11-03,2010,"Nov",307,0,8.3,0,5.4805233664,1.23564518166145
"157",2010-11-04,2010,"Nov",308,38.1,9.4,3.66612246699132,3.9763968,0.820087293643535
"158",2010-11-05,2010,"Nov",309,10.7,14.4,2.45958884180371,33.5000561664,3.4905818403322
"159",2010-11-06,2010,"Nov",310,0,7.2,0,33.072974848,4.4267840894185
"160",2010-11-07,2010,"Nov",311,16.5,5,2.86220088092947,26.4583798784,3.5414272715348
"161",2010-11-08,2010,"Nov",312,9.1,9.4,2.31253542384721,34.334491648,5.09473137358324
"162",2010-11-09,2010,"Nov",313,3,12.2,1.38629436111989,34.7475933184,5.92581343794436
"163",2010-11-10,2010,"Nov",314,0.8,9.4,0.587786664902119,30.1658624,5.82151509086323
"164",2010-11-11,2010,"Nov",315,0,11.1,0,24.77268992,5.12744140461228
"165",2010-11-12,2010,"Nov",316,0,15,0,19.818151936,4.10195312368982
"166",2010-11-13,2010,"Nov",317,0,18.3,0,15.8545215488,3.28156249895186
"167",2010-11-14,2010,"Nov",318,0,9.4,0,8.5926608896,2.23160309669002
"168",2010-11-15,2010,"Nov",319,0,10,0,5.72522496,1.52118613642318
"169",2010-11-16,2010,"Nov",320,0.3,12.8,0.262364264467491,4.580179968,1.21694890913855
"170",2010-11-17,2010,"Nov",321,37.1,14.4,3.64021428213266,2.1324699648,0.876124059430468
"171",2010-11-18,2010,"Nov",322,0,11.1,0,30.408870912,3.36476407284387
"172",2010-11-19,2010,"Nov",323,0,6.1,0,24.0049741824,2.54295903468412
"173",2010-11-20,2010,"Nov",324,0,10.6,0,19.11808,1.9712541151778
"174",2010-11-21,2010,"Nov",325,0,2.8,0,15.294464,1.57700329214224
"175",2010-11-22,2010,"Nov",326,3.6,7.2,1.52605630349505,12.2355712,1.26160263371379
"176",2010-11-23,2010,"Nov",327,0.5,7.2,0.405465108108164,12.66845696,2.23012714976708
"177",2010-11-24,2010,"Nov",328,0,6.1,0,10.534765568,2.10847380630019
"178",2010-11-25,2010,"Nov",329,0,5,0,8.42781245440001,1.68677904504015
"179",2010-11-26,2010,"Nov",330,6.9,3.3,2.06686275947298,6.7100377088,1.32125208764395
"180",2010-11-27,2010,"Nov",331,0,5.6,0,6.904448,2.31962684538874
"181",2010-11-28,2010,"Nov",332,0,6.1,0,5.5235584,1.85570147631099
"182",2010-11-29,2010,"Nov",333,0,6.1,0,4.41884672,1.4845611810488
"183",2010-11-30,2010,"Nov",334,0.5,7.2,0.405465108108164,3.535077376,1.18764894483904
"184",2010-12-01,2010,"Dec",335,18.5,10,2.9704144655697,3.2280619008,1.27449124235776
"185",2010-12-02,2010,"Dec",336,2.8,10,1.33500106673234,16.995902464,3.23206551845782
"186",2010-12-03,2010,"Dec",337,0.8,5.6,0.587786664902119,15.78303488,3.61011678367729
"187",2010-12-04,2010,"Dec",338,3.3,6.1,1.45861502269952,13.266427904,3.35832275886353
"188",2010-12-05,2010,"Dec",339,0,0.6,0,13.2531423232,3.85355022525043
"189",2010-12-06,2010,"Dec",340,0,0,0,9.861632,2.86091248126893
"190",2010-12-07,2010,"Dec",341,0.3,0.6,0.262364264467491,7.8893056,2.28872998501514
"191",2010-12-08,2010,"Dec",342,0,0,0,6.55144448,2.04087539958611
"192",2010-12-09,2010,"Dec",343,0,-2.2,0,5.241155584,1.63270031966889
"193",2010-12-10,2010,"Dec",344,0,-3.9,0,4.139237376,1.26262377126027
"194",2010-12-11,2010,"Dec",345,0,5,0,1.3249675264,0.691153192378534
"195",2010-12-12,2010,"Dec",346,35.1,11.1,3.58629286533884,0.7593263104,0.409577905859314
"196",2010-12-13,2010,"Dec",347,19.6,12.2,3.02529107579554,28.6015617024,3.13358350438903
"197",2010-12-14,2010,"Dec",348,0.3,6.7,0.262364264467491,38.20691456,4.77048206864894
"198",2010-12-15,2010,"Dec",349,0,-5,0,30.805531648,4.02627706649314
"199",2010-12-16,2010,"Dec",350,0,-2.8,0,24.6444253184,3.22102165319451
"200",2010-12-17,2010,"Dec",351,0,1.1,0,19.683328,2.54864617416744
"201",2010-12-18,2010,"Dec",352,0,0,0,15.7466624,2.03891693933395
"202",2010-12-19,2010,"Dec",353,0,1.7,0,12.59732992,1.63113355146716
"203",2010-12-20,2010,"Dec",354,5.3,-2.2,1.84054963339749,10.077863936,1.30490684117373
"204",2010-12-21,2010,"Dec",355,0.3,3.9,0.262364264467491,12.3022911488,2.51636517965697
"205",2010-12-22,2010,"Dec",356,3.6,2.8,1.52605630349505,6.3129991168,1.83790829103686
"206",2010-12-23,2010,"Dec",357,1.8,4.4,1.02961941718116,5.8258653184,2.36633351983996
"207",2010-12-24,2010,"Dec",358,0,2.8,0,6.06848,2.68859120122872
"208",2010-12-25,2010,"Dec",359,0,0.6,0,4.854784,2.15087296098298
"209",2010-12-26,2010,"Dec",360,5.1,-3.3,1.80828877117927,3.8838272,1.72069836878638
"210",2010-12-27,2010,"Dec",361,5.8,-1.1,1.91692261218206,7.18706176,2.82318971197252
"211",2010-12-28,2010,"Dec",362,0,-0.6,0,10.389649408,3.79208985932367
"212",2010-12-29,2010,"Dec",363,0,3.3,0,8.3117195264,3.03367188745893
"213",2010-12-30,2010,"Dec",364,0,5.6,0,6.0802924544,2.22930999791447
"214",2010-12-31,2010,"Dec",365,0,7.2,0,4.8320217088,1.7552768499434
"215",2011-01-01,2011,"Jan",1,0,12.2,0,3.4790703104,1.24036243207057
"216",2011-01-02,2011,"Jan",2,0.5,6.7,0.405465108108164,2.58998272,0.881735402553468
"217",2011-01-03,2011,"Jan",3,1.3,4.4,0.832909122935104,2.471986176,1.02976040852931
"218",2011-01-04,2011,"Jan",4,0,0.6,0,3.0175889408,1.49013562517153
"219",2011-01-05,2011,"Jan",5,0,1.7,0,1.8664628224,0.997944971788748
"220",2011-01-06,2011,"Jan",6,0,-1.1,0,0.8704,0.592527979223878
"221",2011-01-07,2011,"Jan",7,0,-1.7,0,0.69632,0.474022383379102
"222",2011-01-08,2011,"Jan",8,0,0.6,0,0.557056,0.379217906703282
"223",2011-01-09,2011,"Jan",9,0.3,3.9,0.262364264467491,0.4456448,0.303374325362625
"224",2011-01-10,2011,"Jan",10,0,2.8,0,0.59651584,0.452590871864093
"225",2011-01-11,2011,"Jan",11,0,-0.6,0,0.477212672,0.362072697491275
"226",2011-01-12,2011,"Jan",12,18.5,0,2.9704144655697,0.3280830464,0.246121673518178
"227",2011-01-13,2011,"Jan",13,0,0,0,14.92288,2.48379597518165
"228",2011-01-14,2011,"Jan",14,0,-3.3,0,11.938304,1.98703678014532
"229",2011-01-15,2011,"Jan",15,0,-3.9,0,9.5506432,1.58962942411625
"230",2011-01-16,2011,"Jan",16,0,-0.6,0,7.64051456,1.271703539293
"231",2011-01-17,2011,"Jan",17,0,-7.2,0,6.112411648,1.0173628314344
"232",2011-01-18,2011,"Jan",18,17.3,-1.1,2.90690105984738,4.8899293184,0.813890265147522
"233",2011-01-19,2011,"Jan",19,4.6,4.4,1.7227665977411,17.7197312,2.94846191160774
"234",2011-01-20,2011,"Jan",20,0,-2.2,0,17.85578496,3.73698280747908
"235",2011-01-21,2011,"Jan",21,11.7,-2.8,2.54160199346455,14.284627968,2.98958624598326
"236",2011-01-22,2011,"Jan",22,0,-4.4,0,18.80128,4.10600476692857
"237",2011-01-23,2011,"Jan",23,0,-6.1,0,15.041024,3.28480381354285
"238",2011-01-24,2011,"Jan",24,0,-12.2,0,12.0328192,2.62784305083428
"239",2011-01-25,2011,"Jan",25,1.3,-8.3,0.832909122935104,9.62625536,2.10227444066743
"240",2011-01-26,2011,"Jan",26,0.3,-3.9,0.262364264467491,8.741004288,2.34814685088203
"241",2011-01-27,2011,"Jan",27,5.1,1.1,1.80828877117927,7.2328034304,2.08840889227961
"242",2011-01-28,2011,"Jan",28,0,1.1,0,8.0086693888,2.8052320061483
"243",2011-01-29,2011,"Jan",29,0,1.1,0,5.913014272,2.05920495002016
"244",2011-01-30,2011,"Jan",30,0,0,0,4.7304114176,1.64736396001613
"245",2011-01-31,2011,"Jan",31,0,-5,0,2.5280512,1.04498873197843
"246",2011-02-01,2011,"Feb",32,8.6,-7.8,2.26176309847379,2.02244096,0.835990985582748
"247",2011-02-02,2011,"Feb",33,19.1,-7.2,3.00071981506503,8.497952768,2.47820326724523
"248",2011-02-03,2011,"Feb",34,0,-2.8,0,22.0783622144,4.38313846584821
"249",2011-02-04,2011,"Feb",35,0,0.6,0,17.5231033344,3.41707783658991
"250",2011-02-05,2011,"Feb",36,16.3,2.2,2.85070650150373,13.9862704128,2.70549112088375
"251",2011-02-06,2011,"Feb",37,2.3,3.9,1.19392246847243,23.681408,4.25079456956152
"252",2011-02-07,2011,"Feb",38,0.3,3.3,0.262364264467491,20.7851264,4.35577363042716
"253",2011-02-08,2011,"Feb",39,5.8,2.2,1.91692261218206,16.86810112,3.69451031591572
"254",2011-02-09,2011,"Feb",40,0,-2.2,0,18.134480896,4.48914634247823
"255",2011-02-10,2011,"Feb",41,0,-3.3,0,14.5075847168,3.59131707398258
"256",2011-02-11,2011,"Feb",42,0,-2.8,0,10.6826498048,2.63019869570495
"257",2011-02-12,2011,"Feb",43,0,1.7,0,6.49527296,1.78195911980987
"258",2011-02-13,2011,"Feb",44,0,0,0,5.196218368,1.4255672958479
"259",2011-02-14,2011,"Feb",45,0,10,0,4.1569746944,1.14045383667832
"260",2011-02-15,2011,"Feb",46,0,-1.1,0,1.5753805824,0.606270789481328
"261",2011-02-16,2011,"Feb",47,0,1.1,0,1.0133438464,0.356820182683845
"262",2011-02-17,2011,"Feb",48,0,10,0,0.7784628224,0.257284997758901
"263",2011-02-18,2011,"Feb",49,0,13.3,0,0,0
"264",2011-02-19,2011,"Feb",50,0,7.2,0,0,0
"265",2011-02-20,2011,"Feb",51,0,0,0,0,0
"266",2011-02-21,2011,"Feb",52,2.3,-3.3,1.19392246847243,0,0
"267",2011-02-22,2011,"Feb",53,0,1.1,0,1.84,0.955137974777948
"268",2011-02-23,2011,"Feb",54,0,3.3,0,1.472,0.764110379822358
"269",2011-02-24,2011,"Feb",55,0,3.3,0,1.1776,0.611288303857887
"270",2011-02-25,2011,"Feb",56,26.9,2.8,3.32862668882732,0.94208,0.489030643086309
"271",2011-02-26,2011,"Feb",57,0,-0.6,0,22.273664,3.0541258655309
"272",2011-02-27,2011,"Feb",58,4.8,-3.9,1.75785791755237,17.8189312,2.44330069242472
"273",2011-02-28,2011,"Feb",59,18.3,2.8,2.96010509591084,18.09514496,3.36092688798168
"274",2011-03-01,2011,"Mar",60,0,1.7,0,29.116115968,5.05682558711401
"275",2011-03-02,2011,"Mar",61,0,6.1,0,23.2928927744,4.04546046969121
"276",2011-03-03,2011,"Mar",62,0,-4.4,0,18.3873536,3.10817192685175
"277",2011-03-04,2011,"Mar",63,0,0.6,0,14.70988288,2.4865375414814
"278",2011-03-05,2011,"Mar",64,1,6.1,0.693147180559945,11.767906304,1.98923003318512
"279",2011-03-06,2011,"Mar",65,10.7,7.2,2.45958884180371,10.2143250432,2.14590177099605
"280",2011-03-07,2011,"Mar",66,53.1,5.6,3.99083418585244,13.843094528,3.32698392101216
"281",2011-03-08,2011,"Mar",67,0,3.3,0,53.5544756224,5.85425448549168
"282",2011-03-09,2011,"Mar",68,0,0.6,0,42.3281844224,4.49465503172079
"283",2011-03-10,2011,"Mar",69,0,2.8,0,31.8976,3.27788516088513
"284",2011-03-11,2011,"Mar",70,26.2,8.3,3.30321697330195,25.51808,2.6223081287081
"285",2011-03-12,2011,"Mar",71,0,7.2,0,41.374464,4.74042008160805
"286",2011-03-13,2011,"Mar",72,0,7.8,0,33.0995712,3.79233606528644
"287",2011-03-14,2011,"Mar",73,0,3.9,0,26.47965696,3.03386885222915
"288",2011-03-15,2011,"Mar",74,0,3.9,0,21.0763513856,2.35266896998783
"289",2011-03-16,2011,"Mar",75,16,3.9,2.83321334405622,15.7121773568,1.61803883506143
"290",2011-03-17,2011,"Mar",76,0,10.6,0,19.6681728,3.13248918549424
"291",2011-03-18,2011,"Mar",77,0,20,0,15.73453824,2.50599134839539
"292",2011-03-19,2011,"Mar",78,3.6,6.7,1.52605630349505,12.587630592,2.00479307871631
"293",2011-03-20,2011,"Mar",79,0,6.1,0,12.9501044736,2.82467950576909
"294",2011-03-21,2011,"Mar",80,9.1,3.3,2.31253542384721,7.54688,1.90506338281717
"295",2011-03-22,2011,"Mar",81,0.5,4.4,0.405465108108164,13.317504,3.37407904533151
"296",2011-03-23,2011,"Mar",82,0,3.9,0,11.0540032,3.02363532275174
"297",2011-03-24,2011,"Mar",83,0,5,0,8.84320256,2.41890825820139
"298",2011-03-25,2011,"Mar",84,0,4.4,0,7.074562048,1.93512660656111
"299",2011-03-26,2011,"Mar",85,0,2.8,0,3.94166272,1.24388731886608
"300",2011-03-27,2011,"Mar",86,0,5,0,3.153330176,0.995109855092868
"301",2011-03-28,2011,"Mar",87,0,6.7,0,2.5226641408,0.796087884074294
"302",2011-03-29,2011,"Mar",88,0,8.3,0,1.631584256,0.473011259375288
"303",2011-03-30,2011,"Mar",89,0,10.6,0,1.3052674048,0.37840900750023
"304",2011-03-31,2011,"Mar",90,3.3,7.8,1.45861502269952,0.067108864,0.0544206055935522
"305",2011-04-01,2011,"Apr",91,27.2,1.7,3.33932197794407,2.64,1.16689201815961
"306",2011-04-02,2011,"Apr",92,0,8.9,0,23.872,3.60497119688295
"307",2011-04-03,2011,"Apr",93,0,10.6,0,19.0976,2.88397695750636
"308",2011-04-04,2011,"Apr",94,8.6,5.6,2.26176309847379,15.27808,2.30718156600509
"309",2011-04-05,2011,"Apr",95,4.3,9.4,1.66770682055808,19.102464,3.6551557315831
"310",2011-04-06,2011,"Apr",96,0,10,0,18.7219712,4.25829004171294
"311",2011-04-07,2011,"Apr",97,0,8.3,0,14.97757696,3.40663203337035
"312",2011-04-08,2011,"Apr",98,0,8.3,0,11.982061568,2.72530562669628
"313",2011-04-09,2011,"Apr",99,0,12.8,0,9.5856492544,2.18024450135703
"314",2011-04-10,2011,"Apr",100,5.6,13.9,1.88706964903238,7.3141846016,1.5875780055869
