"","sdate","Site","Year","Month","Precip","PPrecip","MaxT","D_Median","ClassCDO","ClassBDO","ClassC_PctSat","ClassB_PctSat","ClassCBoth","ClassBBoth","ChlCCC","ChlCMC","MaxT_ex","AvgT_ex"
"106",2010-09-17,"S01",2010,9,10,74,194,0.0995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"107",2010-09-18,"S01",2010,9,0,10,194,0.075,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"108",2010-09-19,"S01",2010,9,0,0,200,0.068,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"109",2010-09-20,"S01",2010,9,0,0,194,0.066,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"110",2010-09-21,"S01",2010,9,0,0,200,0.063,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"111",2010-09-22,"S01",2010,9,0,0,272,0.064,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"112",2010-09-23,"S01",2010,9,0,0,200,0.062,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"113",2010-09-24,"S01",2010,9,41,0,211,0.081,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"114",2010-09-25,"S01",2010,9,0,41,300,0.073,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"115",2010-09-26,"S01",2010,9,8,0,150,0.063,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"116",2010-09-27,"S01",2010,9,30,8,139,0.071,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"117",2010-09-28,"S01",2010,9,71,30,206,0.093,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"118",2010-09-29,"S01",2010,9,0,71,261,0.101,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"119",2010-09-30,"S01",2010,9,8,0,211,0.0795,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"120",2010-10-01,"S01",2010,10,188,8,217,0.081,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"121",2010-10-02,"S01",2010,10,0,188,178,0.134,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"122",2010-10-03,"S01",2010,10,0,0,150,0.087,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"123",2010-10-04,"S01",2010,10,0,0,161,0.0775,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"124",2010-10-05,"S01",2010,10,0,0,183,0.072,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"125",2010-10-06,"S01",2010,10,399,0,144,0.2515,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"126",2010-10-07,"S01",2010,10,3,399,167,0.1625,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"127",2010-10-08,"S01",2010,10,0,3,217,0.107,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"128",2010-10-09,"S01",2010,10,0,0,128,0.094,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"129",2010-10-10,"S01",2010,10,0,0,172,0.088,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"130",2010-10-11,"S01",2010,10,0,0,172,0.087,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"131",2010-10-12,"S01",2010,10,0,0,156,0.087,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"132",2010-10-13,"S01",2010,10,0,0,161,0.086,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"133",2010-10-14,"S01",2010,10,0,0,150,0.089,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"134",2010-10-15,"S01",2010,10,892,0,139,0.4705,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"135",2010-10-16,"S01",2010,10,0,892,128,0.196,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"136",2010-10-17,"S01",2010,10,0,0,167,0.126,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE
"137",2010-10-18,"S01",2010,10,0,0,133,0.113,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE
"138",2010-10-19,"S01",2010,10,0,0,128,0.106,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE
"139",2010-10-20,"S01",2010,10,0,0,150,0.102,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE
"140",2010-10-21,"S01",2010,10,41,0,128,0.103,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"141",2010-10-22,"S01",2010,10,0,41,89,0.113,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"142",2010-10-23,"S01",2010,10,0,0,117,0.108,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"143",2010-10-24,"S01",2010,10,10,0,78,0.113,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"144",2010-10-25,"S01",2010,10,38,10,117,0.126,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"145",2010-10-26,"S01",2010,10,15,38,178,0.139,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"146",2010-10-27,"S01",2010,10,213,15,178,0.2325,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"147",2010-10-28,"S01",2010,10,0,213,206,0.1875,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"148",2010-10-29,"S01",2010,10,3,0,128,0.12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"149",2010-10-30,"S01",2010,10,0,3,94,0.108,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"150",2010-10-31,"S01",2010,10,3,0,117,0.103,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"151",2010-11-01,"S01",2010,11,0,3,100,0.097,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"152",2010-11-02,"S01",2010,11,0,0,94,0.095,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"153",2010-11-03,"S01",2010,11,0,0,83,0.094,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"154",2010-11-04,"S01",2010,11,381,0,94,0.097,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"155",2010-11-05,"S01",2010,11,107,381,144,0.33,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"156",2010-11-06,"S01",2010,11,0,107,72,0.1645,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"157",2010-11-07,"S01",2010,11,165,0,50,0.136,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"158",2010-11-08,"S01",2010,11,91,165,94,0.367,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"159",2010-11-09,"S01",2010,11,30,91,122,0.178,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"160",2010-11-10,"S01",2010,11,8,30,94,0.1925,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"161",2010-11-11,"S01",2010,11,0,8,111,0.139,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"162",2010-11-12,"S01",2010,11,0,0,150,0.125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"163",2010-11-13,"S01",2010,11,0,0,183,0.12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"164",2010-11-14,"S01",2010,11,0,0,94,0.117,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"165",2010-11-15,"S01",2010,11,0,0,100,0.115,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"166",2010-11-16,"S01",2010,11,3,0,128,0.114,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"167",2010-11-17,"S01",2010,11,371,3,144,0.377,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"168",2010-11-18,"S01",2010,11,0,371,111,0.1965,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"169",2010-11-19,"S01",2010,11,0,0,61,0.143,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"170",2010-11-20,"S01",2010,11,0,0,106,0.132,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"171",2010-11-21,"S01",2010,11,0,0,28,0.1115,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"172",2010-11-22,"S01",2010,11,36,0,72,0.114,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"173",2010-11-23,"S01",2010,11,5,36,72,0.1575,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"174",2010-11-24,"S01",2010,11,0,5,61,0.1265,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"175",2010-11-25,"S01",2010,11,0,0,50,0.1085,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
